indice,estrelas,comentario,qtd_estrelas,avaliacao,tamanho_comentario
2820,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"An appropriate course for getting started with Recurrent Neural Networks and its very applications in the domains of speech recognition, sentiment classification, neural machine translation etc",4,1,193
2821,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Overall teaching of Andrew Ng sir is Fabulous, but it was very hectic with the technical problem of the last assignment and I would like to thank Andrew Ng sir for the teaching me this course",4,1,191
2822,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"It was great course, ",4,1,21
2823,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The only reason I'm not giving it a 5 is the course 5 week 4 coding assignment. See my comments in response to post by @marcus-waldman for detail,4,1,145
2824,Filled Star:Filled Star:Filled Star:Filled Star:Star:,too much content and not much chance to exercise. I will suggest for more frequently and smaller programming assignments through out the course!,4,1,144
2825,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Outstanding course, but the end of it uses many architectures not fully explained (GRU and such). Incredible course and specialization, though!",4,1,143
2826,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Excellent course, but I would have liked to work on predictive maintenance examples leveraging RNN and LSTM networks. Big thanks to whole team.",4,1,143
2827,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The course is nicely designed and every topic is explained in a very lucid manner by Andrew Ng. Must be done as a beginner in sequence models.,4,1,142
2828,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Simplified content delivered in just the right way to give a perfect intuition of the complex concepts. Really enjoyed doing the whole course. ,4,1,143
2829,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Great content, but Andrew often starts his phrases then restarts saying them. Audio could use some cleanup, then this course would be perfect!",4,1,142
2830,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Most optional assignments contain bugs/errors. Other than that, this is a great course, just as the 4 other courses in this specialist series.",4,1,142
2831,Filled Star:Filled Star:Filled Star:Filled Star:Star:,I give 4 star because some fomulas are not correct! Though this course is really great. I can not understand why you made mistakes on fomulas.,4,1,142
2832,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great materials and programming exercises. The programing exercise in week 4 could be improved for the more beginner-friendly style probably.,4,1,141
2833,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"This one seemed to go through to quickly over the details especially with the word vectors and the LSTM, would have appreciated more examples",4,1,141
2834,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Very good course, though the assignments towards the end were a little too centered around Keras, which I personally don't care for very much",4,1,141
2835,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The instruction of using Keras in the programming assignment is unclear. There are many bugs as well, hence we have versions 1, 2 and 3 etc.",4,1,140
2836,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"No time series analysis, and some problems in the guidance of some programming tasks. Mainly de first week, the rest of it was pretty good.",4,1,139
2837,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Good course. I would suggest to split the first week into 2 weeks, which makes easier to grasp all the concept with a deeper understanding.",4,1,139
2838,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Some assignments don't have enough descriptions to help me deeply understand the core concept of the algorithms. Hope it can be improved.,4,1,137
2839,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The assignments of this course ""Sequence Models"" require sufficient knowledge of Keras and Tensorflow, which is not friendly to beginners. ",4,1,139
2840,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"There are some problems in the code of the assignments, as well as the expected outputs, which costs a lot of time for me to figure out. ",4,1,137
2841,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Very Awesome Course i got knowledge about  Sequence to Sequence models and how they works in practical software . Thanks to Prof.Andrew.,4,1,136
2842,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Exercises' grader didn't accept all the functions correctly, lose much time searching in the discussion.",4,1,104
2843,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"First three chapters where just great, fourth was very good, but fifth was not very understable and assisgnments were quite annoying.",4,1,133
2844,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Great instructor, good and challenging assignments. Thank you!",4,1,62
2845,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Everything is great except the last assignment - trigger word detection is hard to save and submit, and i can't even open it sometime. ",4,1,135
2846,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Great course (except from the last assignment, that was extremely difficult in comparison to other assigments). Totally recomended!!!",4,1,133
2847,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,good ,5,1,5
2848,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,good,5,1,4
2849,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,good,5,1,4
2850,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,nice ,5,1,5
2851,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,good,5,1,4
2852,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,good,5,1,4
2853,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Good,5,1,4
2854,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,666,5,1,3
2855,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,ths,5,1,3
2856,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,非常好,5,1,3
2857,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,666,5,1,3
2858,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,top,5,1,3
2859,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,ok,5,1,2
2859,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The time allocated to some of the assigments should be increased. The estimated time in many cases seems to assume that one is aware of Keras and Tensorflow,4,1,156
2860,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,<3,5,1,2
2861,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,kk,5,1,2
2862,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,gj,5,1,2
2863,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,:,5,1,1
2864,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,  ,5,1,2
2865,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A,5,1,1
2866,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"To the point ; sometimes it would be nice to explain the research papers more in depth, and link other courses to have more formal mathematical explanations",4,1,156
2867,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Give us one more week to learn RNN for time series in economics, finance, etc!",4,1,78
2868,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,-,5,1,1
2869,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,-,5,1,1
2870,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A ,5,1,2
2871,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,i,5,1,1
2872,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,赞,5,1,1
2873,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Well-made course, but unfortunately there are tons of mistakes in the programming assignments - in the comments, formulas, even in the prepared code pieces. ",4,1,157
2874,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The best course in the Deep Learning Specialization. Really good and well explained. There are some problems and mistakes in the problem assignments though.,4,1,156
2875,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Somes basics, tiny bit of theory, a bit of keras and insights for practical tasks. Some strage errors in notebook exercises makes it 2x time longer though.",4,1,155
2876,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great course. The only tiny flaw is that the introduction to Tensorflow and Keras was a bit shallow so that I struggled a bit with programming these parts.,4,1,155
2877,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Instructive course with useful concepts. However, there were many more mistakes in the notebooks compared to the previous 4 courses in the specialization.",4,1,154
2878,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Awesome introduction, but feels like Andrew is a little bit rushing since it is the last course in the series, I dont feel it is as clear as other courses",4,1,154
2879,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The CNN course was better in this series of courses. This course is also good, but more content could be provided. Still the best small course out there.",4,1,153
2880,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Faced issues regarding assignment submissions. Otherwise, the course is perfect. Would upgrade my review to 5 stars if this issue seems to be fixed later",4,1,153
2881,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The Sequence Models course was the one I sought out in the deep learning specialization. Very interesting assignments, e.g. neural machine translation, music composition, etc. - much more interesting than the convolutional network models, in my opinion. However, it is also much more difficult to follow; probably the most difficult one of the five courses.",4,1,357
2883,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Es buen, algo extenso, pero suficiente para avanzar.  Algo importante es actualizar los cursos con los nuevos algoritmos, al menos uno, por ejemplo BERT.",4,1,153
2884,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"This course is quite challenging, but at least the concepts were well explained. Wished that Andrew and his team could conduct a crash course on Keras :)",4,1,153
2885,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"A great intro to RNN, LSTM, GRU, Activation. Programming assignments are rather messy though (unlike those in the other courses of this specialisation).",4,1,152
2886,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Great course, I like the practical application and assignments discussed in this course , wish latest research papers were also discussed in the course,",4,1,152
2887,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"This course introduces mainly about RNN, GRU and LSTM. Great assignments. 1 score off for the in-correction in assignments. 4.5 scores from me actually.",4,1,152
2888,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Great lectures, really well explained, assignments could request more from the trainee to devise the logic instead of having it already defined for him.",4,1,152
2889,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Good course, however I would like to have more Transformers application in the last part as well as some information regarding the fine tuning of them.",4,1,151
2890,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Thank you very much for all the work you have done. I have learned so many things... I will try to use this stuff  in the coming months. Yours, Thierry",4,1,151
2891,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The course is really good, I would recommend it to anyone who wants to learn the subject, but it lacks support from the staff in the discussion forums.",4,1,151
2892,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Very good course. Some editing issues in the lectures and small issues with the programming exercises (outdated Keras instructions and documentation). ,4,1,151
2893,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The lectures are excellent. The assignments are an extremely valid trace of significant deep learning application, while they lack a bit of challenge.",4,1,150
2894,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"As always, this course is great. however, for some reason this course is much more difficult then the others, and i feel as if it is packed too much.  ",4,1,151
2895,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Really good course, like the others. A bit too black box in some of the programming exercises, so I expect to struggle when developing my own models.",4,1,149
2896,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The videos are really informative and well structured. However, the exams felt like Keras tests. A detailed Keras tutorial would have been helpful. ",4,1,148
2897,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Parts of the critical details are a little vague, but the intuition and experience provided are extremely valuable and useful for me!",4,1,133
2898,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Found it a bit harder to follow along. I believe this topic needs a more indepth treatment and possibly more time (4 weeks at least). ,4,1,134
2899,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"
Really good course, but the audio quality (repetitions, periods of silence etc) was decreasing over the course of the specialization

",4,1,135
2900,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The exercises are somewhat tough for this exercise I think the time should be extended by one week extra to complete the assignment. ,4,1,133
2901,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The material is great. On the other hand, if we could get a lecture on Keras, it would help us work on the programming assignments.",4,1,131
2902,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Besides some technical difficulties in the notebook (and some minor details in the video quality) the course was very informative!,4,1,130
2903,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Overall well executed course and sequence. You'll pick up RNN essentials and use Keras/Tensorflow to work through simple examples.,4,1,130
2904,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Video editing is bad and assignments have lots of inconsistent wording and bugs, apart from that knowledge wise really good course",4,1,130
2905,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Course was very good and I learned a lot. I think assignments can be more open ended to encourage students to try multiple ideas.,4,1,129
2906,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Assignments were confusing in when they seemed to work but graded wrong and sometimes they were graded correct but didn't work.,4,1,127
2907,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Some programming assignments have few errors in them (wrong equations, wrong expected output etc.) which need to be corrected.",4,1,126
2908,Filled Star:Filled Star:Filled Star:Filled Star:Star:,This course is very useful!!! I want to give you 5 stars but there are a lot of bugs on your practice course. Please check it.,4,1,126
2909,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great course. My only complaint is about the assignments. The weren't as polished as in other courses in this specialization.,4,1,125
2910,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"There were some puzzling parts to the programming assignments (number of trainable parameters), but overall very good course.",4,1,125
2911,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"this course seemed glitchy compared to previous courses. some multi-answer quiz questions would only allow one answer, etc.",4,1,123
2912,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Excellent course overall, but the programming assignments left me feeling a it unprepared considering the previous lectures.",4,1,124
2913,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Very nicely explained and grateful for that. However, The assignements are little hard to follow from the previous courses.",4,1,123
2914,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"I am grateful for this course, it literally is redefining my career and what I want to do. Thanks for the excellent course!",4,1,123
2915,Filled Star:Filled Star:Filled Star:Filled Star:Star:,thank you so much for the material. pls do something with assignment of week4 to make it more constructive than confusive.,4,1,122
2916,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Some excercizes were subpar, and some were not interesting, but all in all very good course in which one can learn so much",4,1,122
2917,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"assignments were good if there is any direct interaction, taking input from the writer itself will be too much excitement.",4,1,122
2918,Filled Star:Filled Star:Filled Star:Filled Star:Star:,A little much in not so much amount of time. Could have had more videos. Otherwise great course and great course material,4,1,121
2919,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Good introduction to RNNs, text/music generation, NLP etc.",4,1,58
2920,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Found the embeddings lectures & transformers lectures to be a bit confusing and could give a little bit more explanation,4,1,120
2921,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The low-level framework, such as torch, should be used in the assignment. keras is complicated to understand for newbie.",4,1,120
2922,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Super excited to finish this course. I've tone of questions not answered in forums I'm still waiting answers.,4,1,109
2923,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"This was the toughest one of the 5. Great learning, but may be it could've been made a tad bit more intuitive",4,1,109
2924,Filled Star:Filled Star:Filled Star:Filled Star:Star:,the course is very comprehensive however more details about how backpropagation is done would be great !!!,4,1,106
2925,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The quiz section needs to improve. It would be helpful that notes be also given as an outline of the ppts.,4,1,106
2926,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"A bit too much material without going in depth anywhere. Also, code-grader sometimes behaves very strange",4,1,105
2927,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Some inconsistencies with the HW level (week 2 basically told you what to write) but very good lectures.,4,1,104
2928,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Keras exercises tough to get through based on provided information, but the content was superb as always",4,1,104
2929,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Really good course. Exercises are not always connected to the core of the deep learning problem though..,4,1,104
2930,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The course is great , in the assignments it is  better to stick to single package and TF is preferable. ",4,1,104
2931,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Highly recommended course to understand the concept of speech recognition models, very real use cases.",4,1,102
2932,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Great lectures, but ""fill-in-blanks-and-rewrite-math-formula-using-python"" assignments were annoying",4,1,100
2933,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Very good course. Only, sometimes a bit more cryptic respect to the other ones in the specialization",4,1,100
2934,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Great lectures. The quality of exercises are also amazing, although some typos should be fixed asap. ",4,1,101
2935,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Some concepts need to be explained more detailed, otherwise I feel hard to keep up with the lecture",4,1,99
2936,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Great class. However, they are some typos/mistakes in the explanations of programming assignments.",4,1,98
2937,Filled Star:Filled Star:Filled Star:Filled Star:Star:,learned a lot but I wish their should be some sort of referencing material for further exploration ,4,1,99
2938,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Lecture content is pretty good. Exercises are much more finicky (less robust) than prior courses.,4,1,97
2939,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"more excercise should be there in last course, but overall content was very good",4,1,80
2940,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The Attention model still needs more explanation. I haven't completely grasped attention models,4,1,95
2941,Filled Star:Filled Star:Filled Star:Filled Star:Star:,More errors than most in the projects. Likely due to the rush of getting this final course out,4,1,94
2942,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Very good course, informative and easy to follow. Only problem I had is with its auto grader.",4,1,93
2943,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Really good course but compared to others optional assigments lack instructions in this one.,4,1,92
2944,Filled Star:Filled Star:Filled Star:Filled Star:Star:,My only  complain is Keras. A crash course/lecture on Keras would benefit this course a lot!,4,1,92
2945,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The course is of high quality. However, it is not as good and clear as the previous courses.",4,1,92
2946,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Content needs a few improvements in quality but otherwise a valuable and instructive course.,4,1,92
2947,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Excellent content, although the exercises - at this stage of specialization - should focus more on NN architecture, than on pure computational and matrix slicing tasks, imho.",4,1,174
2948,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Even though it has some flaws in audio clips and homeworks, programming assignments are fun to do. Great real world applications on this whole specialization is just perfect!",4,1,174
2949,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The content was quite good as with previous courses in this specialization. Just dropping a star because week 1 material wasn't as clear to follow as the rest of the content.,4,1,174
2950,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Compared to the first two sections, I don't think this section is better than those. Anyway, I learnt some concepts about sequence models which I need to dive into in future",4,1,173
2951,Filled Star:Filled Star:Filled Star:Filled Star:Star:,A great course on NLP including Transformers. One star down for quite a brief introduction to transformers (I understand that time passes but you better update the course),4,1,171
2952,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The videos are of high quality as always, while the programming exercises had some error in it. Compare with the previous few courses this one seems not polished so well.",4,1,170
2953,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"I learned a lot, but it really felt like there could have been a whole other week's worth of material, especially talking about newer innovations like transformers, etc.",4,1,169
2954,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"This course and assignments helped me understand concepts in NLP. However, it is a little less comprehensive compared to the previous courses in the deep learning series",4,1,169
2955,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Thank you Deep learning team for putting together this course. The course has really helped me understand the various possibilities with the knowledge of deep learning.,4,1,168
2956,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The first week was a bit too tough compared to the second and third. So, I felt it was a bit hurried. It could have been distributed into two separate weeks, perhaps. ",4,1,167
2957,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"This course was very useful. I would make the programming assignments for the first session a bit clear. Other than that, everything was easy to understand and clear.",4,1,166
2958,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Good, but not as in depth as the other lecture series I found. It is faster paced and skips over much more of the detail at which they go into in the earlier modules. ",4,1,167
2959,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"If the programming exercises weren't plagued by some bugs, I would have given 5 star. It's a very complex subject matter, but Andrew takes you through it by the hand.",4,1,166
2960,Filled Star:Filled Star:Filled Star:Filled Star:Star:,I feel week 2 and week 3 materials were covered a bit too quick. Would appreciate more explanation of the implementation details of beam search and activation model.,4,1,165
2961,Filled Star:Filled Star:Filled Star:Filled Star:Star:, This last course (and especially the Week 4 material about transformers) feels much more rushed and less detailed than the previous courses in that specialization.,4,1,164
2962,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"It was really helpful, every topics explained very well. However, in my standpoint of view, It did not cover some part in sequence learning, like graphical models. ",4,1,164
2963,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Really nice course. Very informative. Unfortunately some programming exercises were a little buggy (the grader especially)...only a total reset of notebook helped!,4,1,163
2964,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Great course, I learned a lot. The notebooks in courses 4 and 5 are a bit too long, they take a considerable amount of time, much more than the videos and quizes.",4,1,162
2965,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Wonderful, I just felt at times that the exercises were more similar to general programming than sequence modelling. Still, 10/10 course, would totally recommend.",4,1,162
2966,Filled Star:Filled Star:Filled Star:Filled Star:Star:,this course provide an adequate and what you want to know about recurrent neural network but it does require lots of programming skills to accomplish this course.,4,1,162
2967,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Good course, but I needed more time than expected, especially for the exercises. For me, that was the most demanding course out of the 5 from that specialization.",4,1,162
2968,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"A lot of cool material covered from RNNs to LSTMs to Sequence Modeling.  But it is a lot to grasp and a lot to understand.  Overall, rigor and course is decent.  ",4,1,162
2969,Filled Star:Filled Star:Filled Star:Filled Star:Star:,programming assignments are not teaching us to code independently because of the helpers functions given in utils file. Feels like copy pasting the assignments,4,1,159
2970,Filled Star:Filled Star:Filled Star:Filled Star:Star:,It is a really awesome course for those who want to get started with deep learning methods in NLP.,4,1,98
2971,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The course is really good, one star less because it requires keras understanding to complete assignments properly. Including a basic intro of keras will help",4,1,157
2972,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Some techniques for keras need to be clarified. Generally a good course,4,1,71
2973,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"I liked this particular set of lectures, too, now on to something new.",4,1,70
2974,Filled Star:Filled Star:Filled Star:Filled Star:Star:,It required coding on keras and tensorflow not appropriate introduced.,4,1,70
2975,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The Course is great! But the programming assignments has too many bugs,4,1,70
2976,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"it's very difficult to submit last programming exercise ""trigger word""",4,1,70
2977,Filled Star:Filled Star:Filled Star:Filled Star:Star:,More clarification on what we are doing in the programming exercises,4,1,68
2978,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Great introduction to LSTMs, RNNs, GRUs, NLP and speech recognition.",4,1,68
2979,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great content but I felt it was bit rushed and squeezed in 3 weeks .,4,1,68
2979,Filled Star:Filled Star:Filled Star:Filled Star:Star:,This is amazing course with much more interesting labs and practical examples,4,1,77
2980,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The quality was a bit down but still very worthwhile and interesting,4,1,68
2981,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great practical experience. Would have preferred a bit more theory.,4,1,67
2982,Filled Star:Filled Star:Filled Star:Filled Star:Star:,it covered a lot of interesting topics but it was a bit high level.,4,1,67
2983,Filled Star:Filled Star:Filled Star:Filled Star:Star:,great course to understand intuition of sequence modeling for NLP.,4,1,66
2984,Filled Star:Filled Star:Filled Star:Filled Star:Star:,课程虽然很短，只有三周的课程，但难度明显比之前四门课程要大，编程练习一共有7个，第一周的三个是最难的。但仍然是最优秀的深度学习课程。,4,1,66
2985,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Well explained, I feel like it could go a bit more in depth though",4,1,66
2986,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Muy buen curso, resulta sumamente estimulante el ejemplo de woebot",4,1,66
2987,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The good course as the theoretical basis for RNN and other models,4,1,65
2988,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Attention Models is not that clear. Everything else is excellent.,4,1,65
2989,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Excellent lectures. Some programming exercises need more clarity.,4,1,65
2990,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Very hard, but not your fault, very good course ! Thank you !!!!",4,1,64
2991,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The course is great but I was hoping to have a part about time series inside.,4,1,77
2992,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Few bugs with some jupyter notebook assignments, otherwise ... great course!",4,1,76
2993,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"It's pretty difficult for me, but I learn a lot of knowledge in this course.",4,1,76
2994,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great Course on giving an Introduction to RNN and basic NLP architectures !!,4,1,76
2995,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Please allow students to complete assignment from scratch. Without any help.,4,1,76
2996,Filled Star:Filled Star:Filled Star:Filled Star:Star:,A lot of spoonfeeding. Stuck at optional exercises and a lot of wasted time.,4,1,76
2997,Filled Star:Filled Star:Filled Star:Filled Star:Star:,More exemple than Only NLP would have been nice ! But overall a great course,4,1,76
2998,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Exercises have less quality than the ones in previous courses.,4,1,62
2999,Filled Star:Filled Star:Filled Star:Filled Star:Star:,El curso esta muy bien peor deben añadir subtitulos en español,4,1,62
3000,Filled Star:Filled Star:Filled Star:Filled Star:Star:,I think this course needs to have a continuation to go deeper.   ,4,1,65
3001,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Grader was wrong sometimes. Typos everywhere in the notebooks.,4,1,62
3002,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"awesome, but need more animation for understand general works",4,1,61
3003,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Good course but can add more models to get a deep dive in NLP,4,1,61
3005,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"This is a good course. However, this topic deserves much more detailed work.",4,1,76
3006,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The week4  on transformer is rushed and rough. Overall ,it's a good course.",4,1,75
3007,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The most difficult of the series. Yet I enjoyed learning so many new things,4,1,75
3008,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great Content with real-time example looking forward to doing more courses,4,1,74
3009,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Please remove repetitions from videos, really annoying thing. Great job :)",4,1,74
3010,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Awesome notebooks to gain practical experience with deep learning systems.,4,1,74
3011,Filled Star:Filled Star:Filled Star:Filled Star:Star:,This course is very interesting! Again! It requires basic Keras knowlegde.,4,1,74
3012,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Course is excellent. Assignment, however, could use some more refinement. ",4,1,74
3013,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"It was really good, but I think I still didn't understand transformers!",4,1,71
3014,Filled Star:Filled Star:Filled Star:Filled Star:Star:,It would be good to extend some more detailed explanation in this course,4,1,72
3015,Filled Star:Filled Star:Filled Star:Filled Star:Star:,need some reviewing in the optional parts of the programming assignments,4,1,72
3016,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Excellent course content, but poor maintenance of programming assignment",4,1,72
3017,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Provides good exposure to sequence models for NLP and speech processing.,4,1,72
